title,heading,content,tokens
Korea,THE PROGRAM FOR FACILITATING THE INTERNATIONAL COOPERATION IN CLIMATE TECHNOLOGY,"Korea's THE PROGRAM FOR FACILITATING THE INTERNATIONAL COOPERATION IN CLIMATE TECHNOLOGY (2022 - Ongoing). Program composed of CTCN technology support and climate technology cooperation promotion support It has the following objectives: Strengthen the foundation for climate technology cooperation as a national channel for the United Nations Framework Convention on Climate Change Promote climate technology development and overseas expansion through international cooperationIt uses Networking and collaborative platforms, Strategies, agendas and plans as policy instruments. and it has a budget of 5M-20M euros.",81
Trkiye,NET ZERO TARGETED ENERGY R D PROJECTS,"Trkiye's NET ZERO TARGETED ENERGY R D PROJECTS (2021 - Ongoing). Net zero Targeted Energy R D Projects aim to examine hybrid process technologies for the capture of carbon dioxide in the flue gas of power generation plants It has the following objectives: To perform a comprehensive parametric test program on a combined hybrid membrane unit and establishment of a flexible laboratory scale test system that allows various process pairs to be tested To evaluate the most suitable hybrid processes including membrane processes within the scope of post combustion CO2 capture technologies in technical and economic terms To reliably estimate the technical and economic benefits of combined operations To consider the DOE s cost target of 40 USD ton in order to keep at least 90 of the CO2 in the waste stream of the facility with CO2 output designing the process that will reduce the costs of capturing 80 CO2 from the waste stream to the levels of 70 80 USD ton To design a facility using processes that can reduce the installation and operating costs of existing CO2 capture facilities used industrially by approximately 30 To prepare the detailed feasibility report of pilot and industrial scale CO2 capture plant based on the most suitable process obtainedIt uses Project grants for public research, Grants for business R&D and innovation as policy instruments. and it has a budget of 5M-20M euros.",231
Belgium Federal government,INTERMINISTERIAL CONFERENCE ON SCIENCE POLICY,Belgium Federal government's INTERMINISTERIAL CONFERENCE ON SCIENCE POLICY (2014 - Ongoing). The Interministerial Conference on Science Policy composed of members of the various governments federal regional and community is the forum for exchange and consultation between the various authorities It has the following objectives: The CIMPS aims to take decisions on science policy in BelgiumIt uses Horizontal STI coordination bodies as policy instruments.,63
Trkiye,2213 A OVERSEAS GRADUATE SCHOLARSHIP PROGRAM Only PhD,Trkiye's 2213 A OVERSEAS GRADUATE SCHOLARSHIP PROGRAM Only PhD (1968 - Ongoing). The students who plan to pursue a PhD program abroad in the scientific fields determined by the Board of Science Technology and Innovation Policies and the TUBITAK Board of Directors are awarded a scholarship provided that they enrolled in a PhD program abroad within the scope of the program It has the following objectives: For those who have a bachelor s degree support to obtain PhD abroad on the condition that they return to TurkeyIt uses Fellowships and postgraduate loans and scholarships as policy instruments. and it has a budget of Less than 1M euros.,107
Trkiye,HYROGEN STORAGE TANKS FOR NET ZERO EMISSION FOR TRANSPORTATION MOBILITY R D PROJECT,"Trkiye's HYROGEN STORAGE TANKS FOR NET ZERO EMISSION FOR TRANSPORTATION MOBILITY R D PROJECT (2023 - Ongoing). Hyrogen Storage Tanks for net zero emission for transportation mobility R D project focuses mainly on the development of the advanced material for hydrogen storage tank It has the following objectives: To develop the advanced material for hydrogen storage tankIt uses Institutional funding for public research, Networking and collaborative platforms as policy instruments. and it has a budget of Less than 1M euros.",80
Portugal,INTEGRATION OF RENEWABLE ENERGIES INTO ENERGY SYSTEMS,"Portugal's INTEGRATION OF RENEWABLE ENERGIES INTO ENERGY SYSTEMS (2007 - Ongoing). Research in the integration of renewable generation in the power system developing the domain of systems integration in a perspective of high contribution of renewable generation to the national or regional energy systems Supporting Govern Policies in order to achieve the goal of 80 of Renewables in the Electricity and 47 in Total Energy consumption by 2030 It has the following objectives: Optimum models of energy consumption and flow management in flexible grids and systems with high renewable penetration smart grids systems Management and storage of renewable generation electrochemical heating and cooling and fuel cells Development of new business models that enhance the participation of renewable power plants in electricity marketsIt uses Strategies, agendas and plans, Grants for business R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.",144
Korea,THE 1ST MASTER PLAN FOR R D AND CULTIVATION OF REGIONAL SPECIALIZED CROPS,"Korea's THE 1ST MASTER PLAN FOR R D AND CULTIVATION OF REGIONAL SPECIALIZED CROPS (2021 - Ongoing). New growth engines in agriculture and rural areas realization of agricultural power based on regional specialized crops It has the following objectives: Reinforcing the basis for cultivating specialized crops reinforcement of research infrastructure technological level manpower and system Improving competitiveness of intensively cultivated crops nurturing new crops that double production and export Increase in farm household income for specialized crops double the average annual income growth rate compared to farm households nationwideIt uses Strategies, agendas and plans as policy instruments. and it has a budget of 1M-5M euros.",105
Trkiye,POLYMER ELECTROLYTE MEMBRANES FOR FUEL CELLS FOR NET ZERO EMISSION R D PROJECT,Trkiye's POLYMER ELECTROLYTE MEMBRANES FOR FUEL CELLS FOR NET ZERO EMISSION R D PROJECT (2023 - Ongoing). Fuel cells enable additional advantages of electric aircraft such as distributed propulsion which increases the aerodynamic efficiency Polymer electrolyte fuel cells PEFC are the most promising fuel cell type due to their high power density high efficiency longevity robustness design flexibility high technical maturity and established use in similar applications e g automotive It has the following objectives: To development the Polymer Electrolyte MembraneIt uses Networking and collaborative platforms as policy instruments. and it has a budget of Less than 1M euros.,99
Portugal,PUB IN PROJECT,Portugal's PUB IN PROJECT (2021 - Ongoing). Project developed by Minho University in collaboration with FCCN the Scientific Computing Unit of FCT This project aims to promote best practices in scientific publishing among national scientific journals and their editorial teams It has the following objectives: Promote the integrated management of the presence of national scientific journals in open access in directories and national and international indexing platforms Create an ecosystem for managing the journals in order to simplify integrate and make coherent the current offer of platforms for managing the editorial life cycle submission review publication of national scientific journals Modernize the editorial life cycle management platforms to embrace Open Science concepts such as open peer review or open annotations and the use of internationally recognised formats and protocols Support the community in the tasks of editorial management to clarify and optimize processesIt uses Information services and access to datasets as policy instruments.,153
Portugal,ESERO PORTUGAL,"Portugal's ESERO PORTUGAL (2013 - Ongoing). ESERO European Space Education Resource Office is an educational programme of the European Space Agency ESA that uses Space as an inspiring context for learning science technology and mathematics It has the following objectives: Motivate and give tools to young people to improve their knowledge and skills in science and technology STEM Inspire students to consider a future career in science and technology especially in the field of Space To raise the profile of the importance of the European Space Agency ESA and of space research and the resulting applications for society and the economy Promoting contacts between schools universities and space industryIt uses Strategies, agendas and plans, Public awareness campaigns and other outreach activities as policy instruments. and it has a budget of Less than 1M euros.",134
Trkiye,BLGEM ARTIFICIAL INTELLIGENCE INSTITUTE,Trkiye's BLGEM ARTIFICIAL INTELLIGENCE INSTITUTE (2020 - Ongoing). Based on the decision of TBTAK Board of Directors dated July 23 2019 the Artificial Intelligence Institute was officially established in 2020 under TBTAK BILGEM Informatics and Information Security Research Center TBTAK BLGEM Artificial Intelligence Institute is built on a new cooperation model that brings together different levels of competence with strong interaction with the STI ecosystem It has the following objectives: To serve as a catalyst in the dissemination of Artificial Intelligence Technologies To activate the ecosystem by contributing to the development of the field from different perspectives To stimulate pre competitive collaboration which fills a gap in the ecosystem To identify and fulfill artificial intelligence needs of public institutions To further enhance collaboration with ecosystem actors at the program levels beyond the project level To train qualified RDI researchers and technical personnelIt uses Dedicated support to research and technical infrastructures as policy instruments.,153
Switzerland,SPARK,Switzerland's SPARK (2019 - Ongoing). The SNSF launched Spark in 2019 as a scheme for projects using unconventional methods It has the following objectives: The aim of Spark is to provide a funding opportunity for projects that are more daring in nature Promote that researchers are encouraged to take risksIt uses Project grants for public research as policy instruments. and it has a budget of 20M-50M euros.,67
Portugal,HEALTHY NEIGHBOURHOODS PROGRAMME,Portugal's HEALTHY NEIGHBOURHOODS PROGRAMME (2020 - Ongoing). Several projects to promote digital environmental and health literacy involving br research institutions and local associations focused on vulnerable populations and their neighborhoods It has the following objectives: Democratising access to scientific and technological culture by promoting digital and environmental literacy Promoting intergenerational dialogue exchange of knowledge and sharing of good practices Training teachers educators and technicians in the intervention area of the projects Improving health conditions well being and quality of life in vulnerable territoriesIt uses Public awareness campaigns and other outreach activities as policy instruments. and it has a budget of Less than 1M euros.,104
Trkiye,SME ENERGY EFFICIENCY SUPPORT PROGRAM,Trkiye's SME ENERGY EFFICIENCY SUPPORT PROGRAM (2022 - Ongoing). KOSGEB SME Energy Efficiency Support Program is a government funded initiative that aims to support small and medium sized enterprises SMEs in improving their energy efficiency and reducing their energy costs The program provides financial support to eligible SMEs to implement energy efficiency projects that improve their operations and reduce their energy consumption It has the following objectives: to encourage small and medium sized enterprises SMEs to adopt energy efficient practices and technologies in their operations to increase the awareness and knowledge of SMEs on energy efficiency to reduce greenhouse gas emissions lower energy bills and enhance the energy security of TrkiyeIt uses Grants for business R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.,129
Poland,DESIGNED LOW EMISSION TRANSPORT FUND,Poland's DESIGNED LOW EMISSION TRANSPORT FUND (2018 - Ongoing). Funds for activities listed m in in the National Framework for the Development of Alternative Fuels Infrastructure the Electromobility Development Plan in Poland and the Act of 11 January 2018 on electromobility and alternative fuels i e documents implementing into Polish law the assumptions of EU regulations on the development of alternative fuels infrastructure will be implemented It has the following objectives: The Fund s task is to finance projects related to the development of electromobility and transport based on alternative fuels in 11 specific areas of action that have been identified These will include both initiatives related to the development of electromobility i e vehicles powered by electricity and transport based on alternative fuels m in CNG LNGIt uses Grants for business R&D and innovation as policy instruments.,138
Trkiye,COOPERATION SUPPORT PROGRAM,Trkiye's COOPERATION SUPPORT PROGRAM (2018 - Ongoing). Purposes of the program are to enhance co work culture between SMEs or between SMEs and large sized enterprises and to contribute to development of cooperation which mutually provide benefit and competitive advantage It has the following objectives: To increase capacity efficiency product variety and quality To Co develop of product and service and co designing to meet demand of customer and market To increase quality of product and service To Co market to increase market sharing and to create brand image To Cooperate to develop capability and to participate to value chainIt uses Grants for business R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.,118
Germany,NATIONAL PROCESS FOR EU MISSIONS INITIATED BY BMBF,"Germany's NATIONAL PROCESS FOR EU MISSIONS INITIATED BY BMBF (2022 - 2023). The EU Mission Secretariat supports the implementation of the EU Missions in Germany on behalf of the Federal Ministry of Education and Research It has the following objectives: Implementation of the EU Missions in GermanyIt uses Strategies, agendas and plans as policy instruments.",55
Germany,FUNDING TO SUPPORT RESEARCH AND DEVELOPMENT OF URGENTLY NEEDED THERAPEUTICS AGAINST SARS CoV 2,"Germany's FUNDING TO SUPPORT RESEARCH AND DEVELOPMENT OF URGENTLY NEEDED THERAPEUTICS AGAINST SARS CoV 2 (2021 - Ongoing). This funding line supports testing the security and effectiveness of new therapeutics against COVID 19 It has the following objectives: To support clinical trials of new therapeutics against COVID 19 To accelerate the development of therapeutics specifically against COVID 19It uses Project grants for public research, Grants for business R&D and innovation as policy instruments. and it has a budget of 5M-20M euros.",81
Germany,START UP FINANCING FOR HORIZON EUROPE,Germany's START UP FINANCING FOR HORIZON EUROPE (2021 - 2027). The Federal Ministry of Education and Research supports prospective coordinators while preparing applications for the clusters within PillarII of Horizon Europe It has the following objectives: The funding initiative aims to give German researchers both the opportunity and incentives to further develop their work in European consortiaIt uses Institutional funding for public research as policy instruments. and it has a budget of Less than 1M euros.,76
Germany,CALL FOR PROPOSALS FOR COOPERATION PROJECTS ON GREEN HYDROGEN WITH EUREKA COUNTRIES,"Germany's CALL FOR PROPOSALS FOR COOPERATION PROJECTS ON GREEN HYDROGEN WITH EUREKA COUNTRIES (2021 - Ongoing). The Federal Ministry of Education and Research is providing funding for multilateral collaborations on transport infrastructures for green hydrogen It has the following objectives: Market oriented collaborations between science and industryIt uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",72
Trkiye,2250 GRADUATE SCHOLARSHIP PERFORMANCE PROGRAM,Trkiye's 2250 GRADUATE SCHOLARSHIP PERFORMANCE PROGRAM (2022 - Ongoing). Within the scope of the 2250 Graduate Scholarships Performance Program performance based scholarship support is provided to doctoral students and post doctoral researchers who take part in TBTAK supported projects as scholars in order to encourage scholars to do research ensure project belonging increase their performance and motivation and strengthen the research ecosystem It has the following objectives: To encourage scholars to do research to ensure their commitment to the project to increase their performance and motivation and to strengthen the research ecosystemIt uses Fellowships and postgraduate loans and scholarships as policy instruments. and it has a budget of Less than 1M euros.,112
Germany,BMBF FUNDING INITIATIVE CREATING MODEL PATIENT ORIENTED REGISTRIES FOR HEALTH SERVICES RESEARCH,Germany's BMBF FUNDING INITIATIVE CREATING MODEL PATIENT ORIENTED REGISTRIES FOR HEALTH SERVICES RESEARCH (2016 - Ongoing). The guidelines to promote the establishment of model registers for health services research call for proposals of 10 October 2016 emphasize the need for gender medicine and for the particular consideration of the biological differences between men and women It has the following objectives: The aim of this funding initiative is to support the establishment of new patient oriented registries which focus on major health services research issues meet high quality standards and can serve as models of best practice The data of these registries can be used to identify gender specific differences in the frequency and occurrence of diseases as well as for the associated diagnoses and treatments or their rate of successIt uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.,147
Germany,ENABLING START UPS BUSINESS START UPS IN QUANTUM TECHNOLOGIES AND PHOTONICS,"Germany's ENABLING START UPS BUSINESS START UPS IN QUANTUM TECHNOLOGIES AND PHOTONICS (2019 - 2025). Funding of the pre seed and seed phases and support of R D projects in start ups including cooperation with research institutions as part of the programme Photonics Research Germany It has the following objectives: Strengthening foundational start up activities in the key high tech areas of photonics and Quantum Technologies Transferring innovative ideas in quantum technologies and photonics from universities and research institutions via spin offs in the direction of application and commercial exploitationIt uses Project grants for public research, Grants for business R&D and innovation as policy instruments.",105
Trkiye,2214 A INTERNATIONAL RESEARCH FELLOWSHIP PROGRAMME FOR PHD STUDENTS,Trkiye's 2214 A INTERNATIONAL RESEARCH FELLOWSHIP PROGRAMME FOR PHD STUDENTS (1970 - Ongoing). PhD students who are registered in PhD programmes in Natural Sciences Medical Sciences Social Sciences and Humanities and Engineering and Technological Sciences at universities or research centres in Trkiye are supported to perform research abroad that cannot be performed within the infrastructure in Trkiye It has the following objectives: To enhance the quantity and quality of young researchers with a PhD degreeIt uses Fellowships and postgraduate loans and scholarships as policy instruments. and it has a budget of 5M-20M euros.,93
Germany,ERA FELLOWSHIPS SCIENCE MANAGEMENT PROGRAMME,"Germany's ERA FELLOWSHIPS SCIENCE MANAGEMENT PROGRAMME (2016 - Ongoing). The programme supports guest stays by science managers from EU13 countries at German research institutions universities or universities of applied sciences The German partners can also carry out return visits to the EU13 partner country It has the following objectives: To promote cooperation and networking in science management the exchange of science managers and building science and research management capacitiesIt uses Fellowships and postgraduate loans and scholarships, Networking and collaborative platforms, Labour mobility regulation and incentives as policy instruments. and it has a budget of Less than 1M euros.",98
Germany,CONTACT POINT FOR COST FUNDING PROGRAMME EUROPEAN COOPERATION IN SCIENCE AND TECHNOLOGY,Germany's CONTACT POINT FOR COST FUNDING PROGRAMME EUROPEAN COOPERATION IN SCIENCE AND TECHNOLOGY (1971 - Ongoing). COST is a funding organisation for the creation of highly interdisciplinary and open research networks called COST Actions The Contact Point located at the German Aerospace Center Project Management Agency is an information and advice point for COST It has the following objectives: Raise awareness and promote networking activities Inform and advise on COST funding opportunities Support and advise through the application processIt uses Public awareness campaigns and other outreach activities as policy instruments. and it has a budget of Less than 1M euros.,100
Germany,FUNDING PROGRAMME FOR THE INTEGRATION OF THE CENTRAL EASTERN AND SOUTH EASTERN EUROPEAN REGION IN THE EUROPEAN RESEARCH AREA,"Germany's FUNDING PROGRAMME FOR THE INTEGRATION OF THE CENTRAL EASTERN AND SOUTH EASTERN EUROPEAN REGION IN THE EUROPEAN RESEARCH AREA (2021 - 2024). Funding programme intended to pursue the long term goal of integrating the target region into the ERA by making use of joint research and innovation projects It has the following objectives: The joint development of grant applications to boost knowledge transfer and develop long term cooperation with partners from the Middle East and Southeast EuropeIt uses Project grants for public research, Grants for business R&D and innovation, Networking and collaborative platforms as policy instruments. and it has a budget of 1M-5M euros.",105
Germany,GERMAN POLISH COOPERATION ON TECHNOLOGY TRANSFER IN THE DIGITAL ECONOMY,"Germany's GERMAN POLISH COOPERATION ON TECHNOLOGY TRANSFER IN THE DIGITAL ECONOMY (2021 - Ongoing). The Federal Ministry of Education and Research together with the Polish Ministry of Education and Science supports the German Polish cooperation in the field of research development and innovation so as to strengthen initiatives in the field of applied research and technology transfer and thus further exploit synergies and complementarities between the two countries It has the following objectives: The bilateral joint projects are intended to strengthen the cooperation between German and Polish institutions from science and industry in the digital economyIt uses Project grants for public research, Grants for business R&D and innovation as policy instruments. and it has a budget of Less than 1M euros.",121
Germany,PROMOTION OF BILATERAL R D PROJECTS IN THE FRAMEWORK OF EUREKA,"Germany's PROMOTION OF BILATERAL R D PROJECTS IN THE FRAMEWORK OF EUREKA (2019 - Ongoing). The Federal Ministry of Education and Research supports research and development projects with partners in Hungary Czech Republic and Danube Riparian States Croatia Slovakia Albania and Montenegro It has the following objectives: The funded projects are intended to provide insights and research results that can be used in Germany in the fields of application which will lead to new technologies products or services EUREKA GOALS in the area of artificial intelligence quantum technology autonomous machines autonomous systems industry 4 0 or biotechnology Through international cooperation a clear advantage and added br value e g through an improved knowledge base access to research br and development infrastructures new areas of application etc should be achievedIt uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",152
South Africa,DECADAL PLAN,"South Africa's DECADAL PLAN (2021 - Ongoing). The Decadal Plan 2021 2031 is the roadmap for driving STI policy and programmes over the next 10 years with specific areas of focus and development Decadal Plan serves as a government wide master plan fostering interdepartmental collaboration primarily with the Departments of Agriculture Land Reform and Rural Development Mineral Resources and Energy Health and Trade Industry and Competition It has the following objectives: Creating an enabling policy environment for inclusive innovation Expanded and future proof human capabilities Expanded and transformed research system An inclusive coherent and coordinated National System of Innovation Increased funding for STIIt uses Strategies, agendas and plans as policy instruments.",111
Germany,FUNDING PROGRAMME FOR EXCELLENT RESEARCHERS IN POLAND AND CENTRAL AND EASTERN EUROPE,"Germany's FUNDING PROGRAMME FOR EXCELLENT RESEARCHERS IN POLAND AND CENTRAL AND EASTERN EUROPE (2017 - Ongoing). The Dioscuri program serves to develop excellent researchers who want to establish an innovative and internationally visible research group in Central and Eastern Europe It has the following objectives: Development of internationally competitive research groups in Central and Eastern Europe Closing the existing performance gap between Western and Eastern EuropeIt uses Project grants for public research, Centres of excellence grants as policy instruments. and it has a budget of 1M-5M euros.",87
Germany,GERMAN GREEK RESEARCH AND INNOVATION PROGRAMME,"Germany's GERMAN GREEK RESEARCH AND INNOVATION PROGRAMME (2016 - Ongoing). The Federal Ministry of Education and Research supports research and development projects between Germany and Greece It has the following objectives: The objective is to set up and expand bilateral institutional cooperation models It is intended to offer universities non university research institutions and commercial companies especially small and medium sized enterprises SMEs the opportunity to implement joint projects with partners from Germany and Greece according to their scientific strengths and problem solving skillsIt uses Project grants for public research, Grants for business R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.",107
Denmark,R D TAX CREDIT FOR DEFICIT RELATED R D EXPENSES,Denmark's R D TAX CREDIT FOR DEFICIT RELATED R D EXPENSES (2012 - Ongoing). Companies can apply for a tax credit for deficits related to R D expenses The celling is 22 CIT rate of 25 million DKK 5 5 million DKK around 750 000 EUR Deficits converted to a tax credit can not be deducted in later years surplus It has the following objectives: To boost companies investments in R D through tax reliefIt uses Tax or social contributions relief for firms investing in R&D and innovation as policy instruments. and it has a budget of 100M-500M euros.,99
Denmark,ACCELERATED DEPRECIATION FOR R D CAPITAL ASSETS MACHINERY AND EQUIPMENT AND SHIPS,Denmark's ACCELERATED DEPRECIATION FOR R D CAPITAL ASSETS MACHINERY AND EQUIPMENT AND SHIPS (1991 - Ongoing). Machinery and equipment used for R D can be depreciated 100 within the year of acquisition In general the depreciation rule for machinery and equipment is 25 p a It has the following objectives: To boost companies investments in R D through tax reliefIt uses Tax or social contributions relief for firms investing in R&D and innovation as policy instruments. and it has a budget of 5M-20M euros.,84
Norway,PARTICIPATION IN ERA ACTION 3 REFORM OF THE ASSESSMENT SYSTEM FOR RESEARCH RESEARCHERS AND INSTITUTIONS,Norway's PARTICIPATION IN ERA ACTION 3 REFORM OF THE ASSESSMENT SYSTEM FOR RESEARCH RESEARCHERS AND INSTITUTIONS (2022 - Ongoing). Norwegian implementation of ERA Action 3 Advance towards the reform of the Assessment System for research researchers and institutions to improve their quality performance and impact It has the following objectives: Develop the assessment systems for researchers and research in Norway also through participation in ERA measure 3 including greater emphasis on the responsible use of quantitative indicators and qualitative forms of assessmentIt uses Science and technology regulation and soft law as policy instruments.,93
Portugal,REGIONAL INNOVATION CATALYST OF CENTRO REGION,Portugal's REGIONAL INNOVATION CATALYST OF CENTRO REGION (2022 - Ongoing). CR Inove is an initiative composed by an informal network of entities from the Regional Innovation System It aims at promoting a structured cooperation process between Intermunicipal Communities the entities from the Scientific and Technological System and Business associations from Centro Region to better promote the connection between knowledge producers and potential end users It has the following objectives: To mobilize agents and support companies finding appropriate funding to the further development of specific technologies It aims at promoting a structured cooperation process between Intermunicipal Communities the entities from the Scientific and Technological System and Business associations from Centro Region to better promote the connection between knowledge producers and potential end users To improve the interaction between knowledge producers and its potential end users To enhance existing resources and competences in the domain of innovationIt uses Networking and collaborative platforms as policy instruments. and it has a budget of Less than 1M euros.,163
Belgium Wallonia Brussels Federation,DATA MANAGEMENT PLAN POLICY,Belgium Wallonia Brussels Federation's DATA MANAGEMENT PLAN POLICY (2021 - Ongoing). From 2022 onwards recipients of some fundings instruments from the F R S FNRS or associated funds commit to submitting a data management plan written in the same language as the research plan It has the following objectives: Know from the researchers what data will be created as part of a research Researchers offer a plan for sharing and preservation dataIt uses Science and technology regulation and soft law as policy instruments.,83
Norway,PARTICIPATION IN ERA ACTIONS 6 and 9 PROTECTING ACADEMIC FREEDOM AND INTERNATIONAL COOPERATION,"Norway's PARTICIPATION IN ERA ACTIONS 6 and 9 PROTECTING ACADEMIC FREEDOM AND INTERNATIONAL COOPERATION (2022 - Ongoing). Norwegian implementation of ERA Action 6 on Deepening the ERA through protecting academic freedom in Europe and ERA Action 9 on Promoting a positive environment and level playing field for international cooperation based on reciprocity It has the following objectives: Promote academic freedom and prevent unwanted foreign interference in ERA nationally and globally including through policy development and targeted measures br Contribute to development of European policy for international research and innovation cooperation in line with Norwegian priorities and ensure good follow up at the national levelIt uses Strategies, agendas and plans as policy instruments.",112
Germany,PLASTIC PIRATES GO EUROPE,"Germany's PLASTIC PIRATES GO EUROPE (2020 - Ongoing). The measure is an international citizen science project where students contribute to sustainable water management by taking samples from rivers and generating a large data set for research to fight plastic pollution It has the following objectives: Support research education and development that is focused on clean seas the ocean and rivers by fighting plastic pollutionIt uses Public awareness campaigns and other outreach activities, Project grants for public research, Science and innovation challenges, prizes and awards as policy instruments. and it has a budget of Less than 1M euros.",97
Norway,PARTICIPATION IN ERA ACTIONS 1 and 2 OPEN SHARING OF KNOWLEDGE AND KNOWLEDGE AND COPYRIGHT FRAMEWORK FOR RESEARCH,"Norway's PARTICIPATION IN ERA ACTIONS 1 and 2 OPEN SHARING OF KNOWLEDGE AND KNOWLEDGE AND COPYRIGHT FRAMEWORK FOR RESEARCH (2022 - Ongoing). Norwegian participation in ERA Action 1 and ERA Action 2 It has the following objectives: Strengthen and further develop Open Science especially more sharing access to and reliable reuse of data in the research community and research infrastructures through EOSC br Contribute to an EU EEA legal data and copyright framework that is better adapted to research and inform Norwegian institutions and researchers about the resultsIt uses Strategies, agendas and plans as policy instruments.",96
Portugal,REGIONAL SMART SPECIALISATION STRATEGY NORTE Innovation and Entrepreneurship,"Portugal's REGIONAL SMART SPECIALISATION STRATEGY NORTE Innovation and Entrepreneurship (2020 - Ongoing). Innovation and Entrepreneurship in Norte Region Smart Specialization Strategy 2021 27 It has the following objectives: Support the development and reinforcement of research and innovation and the adoption of advanced technologies as well as the development of skills for smart specialization industrial transition and entrepreneurshipIt uses Strategies, agendas and plans as policy instruments.",65
Brazil,SCIENTIFIC AND TECHNICAL COOPERATION AGREEMENT WITH THE GOVERNMENT OF THE KINGDOM OF SAUDI ARABIA,"Brazil's SCIENTIFIC AND TECHNICAL COOPERATION AGREEMENT WITH THE GOVERNMENT OF THE KINGDOM OF SAUDI ARABIA (1983 - Ongoing). The Contracting Parties will develop scientific and technical cooperation between both countries It has the following objectives: Contribute a better assessment of both countries natural and human resources striving to ensure that the programs arising from this Basic Agreement are in line with their respective plans and policies for global regional or sectoral development as complementary support to its own economic and social development goalsIt uses Strategies, agendas and plans, Networking and collaborative platforms as policy instruments.",95
Portugal,REGIONAL SMART SPECIALISATION STRATEGY NORTE Knowledge Transfer,"Portugal's REGIONAL SMART SPECIALISATION STRATEGY NORTE Knowledge Transfer (2020 - Ongoing). Knowledge Transfer in Norte Region Smart Specialization Strategy 2021 27 It has the following objectives: In the new 2021 27 European Union policy programming period smart specialization strategies and their governance model constitute the only enabling condition for funding Policy Objective 1 which includes support for the development and reinforcement of research and innovation and the adoption of advanced technologies as well as the development of skills for smart specialization industrial transition and entrepreneurship br In order to comply with this enabling condition the Smart Specialization Strategy for Norte Region 2021 27 S3 NORTE 2027 was approved on December 30 2020 by the Regional Council of CCDR NORTE appearing in chapter 2 of Norte Region Development Strategy for Programming Period 2021 27 of European Union Policies NORTE 2030It uses Strategies, agendas and plans as policy instruments.",147
Portugal,REGIONAL SMART SPECIALISATION STRATEGY NORTE Human Resources,"Portugal's REGIONAL SMART SPECIALISATION STRATEGY NORTE Human Resources (2020 - Ongoing). Human resources in Norte Region Smart Specialization Strategy 2021 27 It has the following objectives: In the new 2021 27 European Union policy programming period smart specialization strategies and their governance model constitute the only enabling condition for funding Policy Objective 1 which includes support for the development and reinforcement of research and innovation and the adoption of advanced technologies as well as the development of skills for smart specialization industrial transition and entrepreneurship br In order to comply with this enabling condition the Smart Specialization Strategy for Norte Region 2021 27 S3 NORTE 2027 was approved on December 30 2020 by the Regional Council of CCDR NORTE appearing in chapter 2 of Norte Region Development Strategy for Programming Period 2021 27 of European Union Policies NORTE 2030It uses Strategies, agendas and plans as policy instruments.",147
Portugal,REGIONAL SMART SPECIALISATION STRATEGY NORTE Societal Challenges,"Portugal's REGIONAL SMART SPECIALISATION STRATEGY NORTE Societal Challenges (2020 - Ongoing). Societal Challenges in Norte Region Smart Specialization Strategy 2021 27 It has the following objectives: In the new 2021 27 European Union policy programming period smart specialization strategies and their governance model constitute the only enabling condition for funding Policy Objective 1 which includes support for the development and reinforcement of research and innovation and the adoption of advanced technologies as well as the development of skills for smart specialization industrial transition and entrepreneurship br In order to comply with this enabling condition the Smart Specialization Strategy for Norte Region 2021 27 S3 NORTE 2027 was approved on December 30 2020 by the Regional Council of CCDR NORTE appearing in chapter 2 of Norte Region Development Strategy for Programming Period 2021 27 of European Union Policies NORTE 2030It uses Strategies, agendas and plans as policy instruments.",147
Brazil,BILATERAL COOPERATION FOR COOPERATION IN SCIENCE TECHNOLOGY AND INNOVATION WITH THE GOVERNMENT OF AUSTRALIA,"Brazil's BILATERAL COOPERATION FOR COOPERATION IN SCIENCE TECHNOLOGY AND INNOVATION WITH THE GOVERNMENT OF AUSTRALIA (2018 - Ongoing). The Parties shall promote and facilitate the development of cooperation in the field of science technology and innovation in areas of mutual interest It has the following objectives: Create a win win partnership and an enabling environment to encourage innovation with a view to taking advantage of the rapid expansion of scientific knowledge and its positive impact as a transformative force capable of sustaining economic growthIt uses Strategies, agendas and plans as policy instruments.",92
Peru,BICENTENNIAL GENERATION SCHOLARSHIP,Peru's BICENTENNIAL GENERATION SCHOLARSHIP (2022 - Ongoing). Contest aimed at Peruvian men and women who have completed their higher education and obtained an academic degree or professional title or professional technical title with high academic performance It has the following objectives: Strengthen the capacities of Peruvian men and women who have completed their higher educationIt uses Fellowships and postgraduate loans and scholarships as policy instruments.,65
